#y				PCthp				P
1.000000000000000021e-02	9.999876410000000382e-01	9.999894299999999570e-01
2.000000000000000042e-02	9.999421029999999710e-01	9.999515599999999615e-01
2.999999999999999889e-02	9.998555930000000425e-01	9.998810500000000490e-01
4.000000000000000083e-02	9.997223109999999746e-01	9.997742299999999860e-01
5.000000000000000278e-02	9.995372460000000459e-01	9.996281599999999878e-01
6.000000000000000472e-02	9.992957209999999701e-01	9.994403200000000487e-01
6.999999999999999278e-02	9.989931229999999829e-01	9.992084100000000468e-01
8.000000000000000167e-02	9.986246979999999773e-01	9.989302199999999798e-01
8.999999999999999667e-02	9.981854000000000005e-01	9.986034999999999773e-01
9.999999999999999167e-02	9.976697559999999632e-01	9.982258699999999596e-01
1.100000000000000006e-01	9.970717679999999694e-01	9.977947600000000028e-01
1.199999999999999956e-01	9.963848279999999447e-01	9.973073700000000263e-01
1.300000000000000044e-01	9.956016460000000068e-01	9.967606100000000469e-01
1.400000000000000133e-01	9.947141999999999928e-01	9.961510999999999560e-01
1.500000000000000222e-01	9.937136989999999503e-01	9.954751299999999858e-01
1.600000000000000033e-01	9.925905480000000169e-01	9.947286699999999815e-01
1.700000000000000122e-01	9.913343409999999523e-01	9.939073899999999462e-01
1.800000000000000211e-01	9.899338420000000083e-01	9.930066699999999802e-01
1.900000000000000022e-01	9.883769930000000370e-01	9.920215999999999479e-01
2.000000000000000111e-01	9.866509199999999868e-01	9.909470299999999510e-01
2.100000000000000200e-01	9.847419450000000074e-01	9.897776200000000246e-01
2.200000000000000011e-01	9.826356130000000189e-01	9.885078200000000370e-01
2.300000000000000100e-01	9.803167210000000020e-01	9.871320000000000094e-01
2.400000000000000189e-01	9.777693530000000077e-01	9.856444199999999656e-01
2.500000000000000000e-01	9.749769270000000487e-01	9.840393200000000506e-01
2.600000000000000089e-01	9.719222480000000441e-01	9.823110000000000452e-01
2.700000000000000178e-01	9.685875739999999512e-01	9.804538200000000314e-01
2.800000000000000266e-01	9.649546810000000363e-01	9.784623399999999860e-01
2.900000000000000355e-01	9.610049520000000234e-01	9.763313300000000527e-01
2.999999999999999889e-01	9.567194639999999639e-01	9.740558999999999745e-01
3.099999999999999978e-01	9.520790949999999864e-01	9.716315300000000210e-01
3.200000000000000067e-01	9.470646350000000435e-01	9.690541999999999767e-01
3.300000000000000155e-01	9.416569110000000409e-01	9.663204300000000080e-01
3.400000000000000244e-01	9.358369250000000417e-01	9.634274099999999841e-01
3.500000000000000333e-01	9.295859929999999993e-01	9.603730700000000509e-01
3.600000000000000422e-01	9.228859090000000043e-01	9.571561800000000231e-01
3.699999999999999956e-01	9.157190960000000102e-01	9.537764300000000084e-01
3.800000000000000044e-01	9.080687859999999612e-01	9.502345199999999714e-01
3.900000000000000133e-01	8.999191899999999800e-01	9.465322299999999744e-01
4.000000000000000222e-01	8.912556750000000250e-01	9.426725099999999635e-01
4.100000000000000311e-01	8.820649449999999892e-01	9.386595699999999987e-01
4.200000000000000400e-01	8.723352180000000233e-01	9.344988800000000317e-01
4.299999999999999933e-01	8.620564010000000277e-01	9.301972499999999755e-01
4.400000000000000022e-01	8.512202530000000378e-01	9.257628700000000155e-01
4.500000000000000111e-01	8.398205420000000032e-01	9.212052699999999650e-01
4.600000000000000200e-01	8.278531909999999883e-01	9.165353899999999499e-01
4.700000000000000289e-01	8.153164010000000239e-01	9.117654899999999563e-01
4.800000000000000377e-01	8.022107649999999923e-01	9.069091099999999628e-01
4.899999999999999911e-01	7.885393490000000005e-01	9.019810499999999509e-01
5.000000000000000000e-01	7.743077619999999550e-01	8.969972099999999893e-01
5.100000000000000089e-01	7.595241879999999890e-01	8.919745199999999929e-01
5.200000000000000178e-01	7.441994020000000098e-01	8.869307899999999689e-01
5.300000000000000266e-01	7.283467529999999579e-01	8.818845400000000501e-01
5.400000000000000355e-01	7.119821160000000537e-01	8.768548299999999740e-01
5.500000000000000444e-01	6.951238199999999479e-01	8.718610900000000052e-01
5.600000000000000533e-01	6.777925500000000492e-01	8.669228799999999513e-01
5.700000000000000622e-01	6.600112139999999572e-01	8.620596699999999446e-01
5.800000000000000711e-01	6.418047989999999814e-01	8.572906700000000324e-01
5.899999999999999689e-01	6.232001910000000144e-01	8.526345600000000413e-01
5.999999999999999778e-01	6.042259840000000493e-01	8.481092599999999759e-01
6.099999999999999867e-01	5.849122749999999815e-01	8.437317699999999920e-01
6.199999999999999956e-01	5.652904359999999517e-01	8.395179499999999573e-01
6.300000000000000044e-01	5.453928829999999950e-01	8.354823200000000005e-01
6.400000000000000133e-01	5.252528440000000520e-01	8.316379099999999802e-01
6.500000000000000222e-01	5.049041159999999584e-01	8.279961399999999916e-01
6.600000000000000311e-01	4.843808250000000148e-01	8.245666900000000465e-01
6.700000000000000400e-01	4.637171979999999971e-01	8.213574500000000445e-01
6.800000000000000488e-01	4.429473340000000259e-01	8.183744099999999966e-01
6.900000000000000577e-01	4.221049900000000132e-01	8.156217399999999840e-01
7.000000000000000666e-01	4.012233809999999901e-01	8.131016800000000488e-01
7.100000000000000755e-01	3.803349899999999839e-01	8.108146800000000098e-01
7.199999999999999734e-01	3.594714019999999954e-01	8.087594099999999564e-01
7.299999999999999822e-01	3.386631500000000239e-01	8.069328799999999635e-01
7.399999999999999911e-01	3.179395799999999994e-01	8.053305299999999889e-01
7.500000000000000000e-01	2.973287410000000075e-01	8.039463700000000212e-01
7.600000000000000089e-01	2.768572859999999802e-01	8.027730899999999670e-01
7.700000000000000178e-01	2.565504009999999835e-01	8.018022599999999889e-01
7.800000000000000266e-01	2.364317429999999998e-01	8.010244600000000492e-01
7.900000000000000355e-01	2.165234010000000042e-01	8.004294299999999973e-01
8.000000000000000444e-01	1.968458790000000014e-01	8.000062399999999796e-01
8.100000000000000533e-01	1.774180810000000053e-01	7.997434500000000224e-01
8.200000000000000622e-01	1.582573240000000048e-01	7.996292200000000294e-01
8.300000000000000711e-01	1.393793600000000077e-01	7.996514999999999596e-01
8.400000000000000799e-01	1.207984059999999971e-01	7.997981299999999960e-01
8.499999999999999778e-01	1.025271920000000031e-01	8.000569600000000392e-01
8.599999999999999867e-01	8.457701410000000031e-02	8.004159600000000374e-01
8.699999999999999956e-01	6.695780319999999897e-02	8.008632999999999447e-01
8.800000000000000044e-01	4.967819729999999739e-02	8.013874399999999509e-01
8.900000000000000133e-01	3.274562830000000285e-02	8.019772099999999959e-01
9.000000000000000222e-01	1.616641859999999944e-02	8.026218200000000413e-01
9.100000000000000311e-01	-5.410652689999999662e-05	8.033109800000000078e-01
9.200000000000000400e-01	-1.591148519999999872e-02	8.040348200000000389e-01
9.300000000000000488e-01	-3.140195180000000114e-02	8.047840400000000338e-01
9.400000000000000577e-01	-4.652221270000000269e-02	8.055497799999999931e-01
9.500000000000000666e-01	-6.126911489999999766e-02	8.063237100000000268e-01
9.600000000000000755e-01	-7.563909589999999461e-02	8.070979499999999529e-01
9.699999999999999734e-01	-8.962711980000000189e-02	8.078649900000000050e-01
9.799999999999999822e-01	-1.032241549999999980e-01	8.086175300000000288e-01
9.899999999999999911e-01	-1.164087869999999997e-01	8.093477300000000429e-01
